date,description,amount,type
2025-10-27,Nandos,27.60,expense
2025-10-27,Nandos,39.48,expense
2025-10-27,Spotify,10.99,expense
2025-10-27,Starbucks,4.11,expense
2025-10-27,Cashback,17.04,income
2025-10-27,Pret A Manger,5.66,expense
2025-10-27,Deliveroo,26.22,expense
2025-10-27,Disney+,7.99,expense
2025-10-27,Optician,42.09,expense
2025-10-28,Boots,19.58,expense
2025-10-28,Salary,4231.43,income
2025-10-28,KFC,11.90,expense
2025-10-28,Pizza Express,27.43,expense
2025-10-28,Amazon,167.42,expense
2025-10-28,Costa Coffee,5.57,expense
2025-10-28,McDonalds,12.35,expense
2025-10-28,Apple iCloud,2.99,expense
2025-10-28,M&S Food,66.23,expense
2025-10-29,Gas & Electric,195.78,expense
2025-10-29,BP Fuel,77.75,expense
2025-10-29,eBay Purchase,58.12,expense
2025-10-29,Council Tax,185.44,expense
2025-10-29,Starbucks,8.15,expense
2025-10-29,Side Hustle,303.45,income
2025-10-29,Costa Coffee,6.76,expense
2025-10-29,Lidl,62.50,expense
2025-10-29,Aldi,10.31,expense
2025-10-29,Lidl,46.56,expense
2025-10-29,YouTube Premium,12.99,expense
2025-10-29,Optician,159.22,expense
2025-10-29,Pharmacy,29.52,expense
2025-10-30,Esso Fuel,60.27,expense
2025-10-30,Tesco,21.32,expense
2025-10-30,Gym Membership,35.14,expense
2025-10-30,eBay Purchase,21.80,expense
2025-10-30,TfL Travel,2.16,expense
2025-10-30,Uber Eats,12.03,expense
2025-10-30,Netflix,10.99,expense
2025-10-30,Pharmacy,27.87,expense
2025-10-30,ASOS,61.16,expense
2025-10-31,Costa Coffee,3.30,expense
2025-10-31,Ryanair,168.91,expense
2025-10-31,Starbucks,4.89,expense
2025-10-31,National Rail,95.96,expense
2025-10-31,eBay Purchase,87.86,expense
2025-10-31,Superdrug,17.37,expense
2025-10-31,Council Tax,197.00,expense
2025-10-31,Netflix,10.99,expense
2025-10-31,Trainline,56.23,expense
2025-10-31,Netflix,10.99,expense
2025-10-31,Disney+,7.99,expense
2025-10-31,Spotify,10.99,expense
2025-10-31,BT Broadband,40.74,expense
2025-10-31,Ryanair,195.29,expense
2025-10-31,Car Insurance,58.55,expense
2025-10-31,John Lewis,20.41,expense
2025-10-31,YouTube Premium,12.99,expense
2025-10-31,Greggs,3.47,expense
2025-10-31,Deliveroo,13.51,expense
2025-10-31,Boots,36.76,expense
2025-10-31,Pub / Bar,26.32,expense
2025-10-31,John Lewis,199.20,expense
2025-10-31,TfL Travel,5.84,expense
2025-10-31,Bank Interest,5.11,income
2025-10-31,Uber,14.14,expense
2025-11-01,Waitrose,97.77,expense
2025-11-01,Optician,121.48,expense
2025-11-01,John Lewis,92.05,expense
2025-11-01,TfL Travel,8.15,expense
2025-11-01,John Lewis,121.74,expense
2025-11-01,Netflix,10.99,expense
2025-11-01,Council Tax,188.66,expense
2025-11-01,Pret A Manger,8.09,expense
2025-11-01,O2 Mobile,33.44,expense
2025-11-01,Shell Fuel,67.19,expense
2025-11-01,Superdrug,8.71,expense
2025-11-01,Pret A Manger,11.47,expense
2025-11-01,ASOS,32.33,expense
2025-11-01,Greggs,2.93,expense
2025-11-01,M&S Food,23.94,expense
2025-11-01,Gym Membership,48.04,expense
2025-11-01,Amazon,118.17,expense
2025-11-02,Optician,126.23,expense
2025-11-02,Bank Interest,5.91,income
2025-11-02,YouTube Premium,12.99,expense
2025-11-02,Dividend Payment,107.40,income
2025-11-02,John Lewis,148.65,expense
2025-11-02,Netflix,10.99,expense
2025-11-02,John Lewis,114.43,expense
2025-11-02,Refund,28.01,income
2025-11-02,eBay Purchase,89.66,expense
2025-11-02,Salary,2509.03,income
2025-11-02,Dentist,77.32,expense
2025-11-02,Disney+,7.99,expense
2025-11-03,Just Eat,12.16,expense
2025-11-03,TfL Travel,13.35,expense
2025-11-03,EE Mobile,42.24,expense
2025-11-03,YouTube Premium,12.99,expense
2025-11-03,O2 Mobile,29.29,expense
2025-11-03,Trainline,76.59,expense
2025-11-03,National Rail,76.61,expense
2025-11-03,YouTube Premium,12.99,expense
2025-11-03,Water Bill,37.91,expense
2025-11-03,Aldi,73.57,expense
2025-11-03,Bank Interest,28.21,income
2025-11-03,Uber,22.71,expense
2025-11-03,Gym Membership,42.83,expense
2025-11-03,Uber,17.94,expense
2025-11-03,Pub / Bar,38.86,expense
2025-11-03,Pharmacy,13.45,expense
2025-11-03,Tesco,34.53,expense
2025-11-03,TfL Travel,8.85,expense
2025-11-03,BP Fuel,50.04,expense
2025-11-03,Shell Fuel,57.10,expense
2025-11-03,Shell Fuel,83.04,expense
2025-11-03,Netflix,10.99,expense
2025-11-04,Council Tax,170.66,expense
2025-11-04,Starbucks,4.06,expense
2025-11-04,YouTube Premium,12.99,expense
2025-11-04,TfL Travel,11.44,expense
2025-11-04,Bank Interest,2.34,income
2025-11-04,Apple iCloud,2.99,expense
2025-11-04,eBay Purchase,18.84,expense
2025-11-04,BT Broadband,36.38,expense
2025-11-04,Nandos,25.82,expense
2025-11-04,M&S Food,88.25,expense
2025-11-04,McDonalds,11.58,expense
2025-11-04,EE Mobile,38.90,expense
2025-11-04,Salary,2886.21,income
2025-11-04,Currys,98.74,expense
2025-11-04,Greggs,2.29,expense
2025-11-04,Bank Interest,16.11,income
2025-11-04,Cashback,8.46,income
2025-11-04,Uber Eats,33.40,expense
2025-11-05,Tesco,74.42,expense
2025-11-05,Council Tax,182.17,expense
2025-11-05,TfL Travel,6.39,expense
2025-11-05,John Lewis,119.44,expense
2025-11-05,Starbucks,4.72,expense
2025-11-05,Superdrug,9.78,expense
2025-11-05,Netflix,10.99,expense
2025-11-05,Home Insurance,30.05,expense
2025-11-05,Rent Payment,938.99,expense
2025-11-06,Pret A Manger,9.40,expense
2025-11-06,Greggs,5.68,expense
2025-11-06,TfL Travel,9.01,expense
2025-11-06,KFC,9.47,expense
2025-11-06,Costa Coffee,3.10,expense
2025-11-06,Trainline,77.09,expense
2025-11-06,Netflix,10.99,expense
2025-11-06,Costa Coffee,5.17,expense
2025-11-06,McDonalds,14.91,expense
2025-11-06,Apple iCloud,2.99,expense
2025-11-06,Superdrug,6.35,expense
2025-11-06,Gym Membership,30.63,expense
2025-11-06,Optician,83.63,expense
2025-11-06,Sainsburys,70.95,expense
2025-11-06,Trainline,77.74,expense
2025-11-06,EE Mobile,43.54,expense
2025-11-06,Gym Membership,36.57,expense
2025-11-06,Council Tax,195.27,expense
2025-11-06,Pub / Bar,24.34,expense
2025-11-06,McDonalds,6.82,expense
2025-11-07,Pret A Manger,5.10,expense
2025-11-07,National Rail,74.41,expense
2025-11-07,Greggs,6.51,expense
2025-11-07,Rent Payment,1078.66,expense
2025-11-07,Pret A Manger,8.29,expense
2025-11-07,Tesco,26.70,expense
2025-11-07,Starbucks,7.03,expense
2025-11-07,Wagamama,22.75,expense
2025-11-07,Sainsburys,102.01,expense
2025-11-07,Costa Coffee,7.25,expense
2025-11-07,Pharmacy,20.36,expense
2025-11-07,Argos,136.97,expense
2025-11-07,Just Eat,18.09,expense
2025-11-07,John Lewis,298.11,expense
2025-11-07,TfL Travel,13.43,expense
2025-11-07,EE Mobile,37.40,expense
2025-11-08,Amazon,197.12,expense
2025-11-08,BT Broadband,41.48,expense
2025-11-08,TfL Travel,7.75,expense
2025-11-08,Deliveroo,12.45,expense
2025-11-08,O2 Mobile,29.05,expense
2025-11-08,BP Fuel,75.54,expense
2025-11-08,Greggs,4.96,expense
2025-11-08,Uber,10.96,expense
2025-11-08,Rent Payment,1345.37,expense
2025-11-08,Aldi,70.95,expense
2025-11-08,Apple iCloud,2.99,expense
2025-11-08,Uber,11.38,expense
2025-11-08,Gym Membership,32.15,expense
2025-11-08,Netflix,10.99,expense
2025-11-08,John Lewis,273.47,expense
2025-11-09,Trainline,53.81,expense
2025-11-09,Netflix,10.99,expense
2025-11-09,Shell Fuel,54.58,expense
2025-11-09,Costa Coffee,4.68,expense
2025-11-09,Deliveroo,20.61,expense
2025-11-09,Tesco,27.26,expense
2025-11-09,O2 Mobile,39.72,expense
2025-11-09,Waitrose,123.83,expense
2025-11-09,Bank Interest,27.86,income
2025-11-09,Apple iCloud,2.99,expense
2025-11-09,Deliveroo,13.70,expense
2025-11-09,Costa Coffee,5.55,expense
2025-11-09,Argos,139.85,expense
2025-11-09,Water Bill,37.30,expense
2025-11-09,Water Bill,37.63,expense
2025-11-09,Trainline,24.59,expense
2025-11-09,Greggs,6.05,expense
2025-11-10,John Lewis,46.15,expense
2025-11-10,Netflix,10.99,expense
2025-11-10,ASOS,71.18,expense
2025-11-10,Waitrose,131.03,expense
2025-11-10,Water Bill,34.28,expense
2025-11-10,Greggs,6.51,expense
2025-11-10,Dentist,22.78,expense
2025-11-10,Ryanair,61.54,expense
2025-11-10,Currys,453.61,expense
2025-11-10,BT Broadband,42.04,expense
2025-11-10,Rent Payment,854.77,expense
2025-11-10,Pub / Bar,49.44,expense
2025-11-10,Currys,403.34,expense
2025-11-11,McDonalds,5.44,expense
2025-11-11,Pub / Bar,37.49,expense
2025-11-11,Car Insurance,54.86,expense
2025-11-11,Dividend Payment,28.78,income
2025-11-11,Spotify,10.99,expense
2025-11-11,Amazon,89.24,expense
2025-11-11,Shell Fuel,88.55,expense
2025-11-11,Dividend Payment,30.87,income
2025-11-11,Gas & Electric,146.78,expense
2025-11-11,Bank Interest,20.33,income
2025-11-11,Argos,95.97,expense
2025-11-11,Trainline,78.36,expense
2025-11-11,Amazon,150.47,expense
2025-11-11,Sainsburys,56.41,expense
2025-11-12,Costa Coffee,3.83,expense
2025-11-12,BP Fuel,65.27,expense
2025-11-12,Ryanair,71.27,expense
2025-11-12,Gas & Electric,128.11,expense
2025-11-12,John Lewis,155.09,expense
2025-11-12,Spotify,10.99,expense
2025-11-12,Gym Membership,46.86,expense
2025-11-12,Trainline,45.72,expense
2025-11-13,Optician,122.98,expense
2025-11-13,McDonalds,7.38,expense
2025-11-13,Aldi,21.57,expense
2025-11-13,Cashback,6.25,income
2025-11-13,Gym Membership,34.74,expense
2025-11-13,O2 Mobile,37.77,expense
2025-11-13,M&S Food,69.65,expense
2025-11-13,Boots,29.39,expense
2025-11-13,Pharmacy,25.48,expense
2025-11-13,Sainsburys,64.81,expense
2025-11-13,Superdrug,17.76,expense
2025-11-14,Waitrose,110.25,expense
2025-11-14,Premier Inn,102.35,expense
2025-11-14,Uber,25.99,expense
2025-11-14,Waitrose,54.91,expense
2025-11-14,Sainsburys,84.28,expense
2025-11-14,Home Insurance,31.81,expense
2025-11-14,Shell Fuel,43.88,expense
2025-11-14,Nandos,35.56,expense
2025-11-14,eBay Purchase,28.67,expense
2025-11-14,Trainline,70.23,expense
2025-11-14,KFC,9.74,expense
2025-11-14,Water Bill,37.49,expense
2025-11-14,Waitrose,71.80,expense
2025-11-14,Salary,4285.43,income
2025-11-14,Lidl,13.16,expense
2025-11-15,Council Tax,185.31,expense
2025-11-15,Starbucks,7.93,expense
2025-11-15,Water Bill,35.74,expense
2025-11-15,McDonalds,10.11,expense
2025-11-15,Esso Fuel,34.60,expense
2025-11-15,Pret A Manger,9.71,expense
2025-11-15,Deliveroo,13.84,expense
2025-11-15,Amazon,92.25,expense
2025-11-15,ASOS,53.77,expense
2025-11-15,Optician,65.25,expense
2025-11-15,National Rail,88.63,expense
2025-11-15,Aldi,46.65,expense
2025-11-15,O2 Mobile,31.93,expense
2025-11-15,TfL Travel,14.37,expense
2025-11-16,Lidl,65.45,expense
2025-11-16,Disney+,7.99,expense
2025-11-16,Netflix,10.99,expense
2025-11-16,Just Eat,21.18,expense
2025-11-16,National Rail,97.05,expense
2025-11-16,Pizza Express,43.95,expense
2025-11-16,Council Tax,195.49,expense
2025-11-16,Amazon,17.36,expense
2025-11-16,Salary,2228.98,income
2025-11-16,Starbucks,8.61,expense
2025-11-16,Premier Inn,61.73,expense
2025-11-16,McDonalds,10.51,expense
2025-11-17,Wagamama,31.89,expense
2025-11-17,M&S Food,88.03,expense
2025-11-17,TfL Travel,11.22,expense
2025-11-17,Pub / Bar,20.60,expense
2025-11-17,Pret A Manger,11.46,expense
2025-11-17,Cinema,13.85,expense
2025-11-17,Apple iCloud,2.99,expense
2025-11-17,Currys,335.59,expense
2025-11-17,Costa Coffee,3.74,expense
2025-11-17,BP Fuel,48.09,expense
2025-11-17,Aldi,70.06,expense
2025-11-17,Gas & Electric,172.89,expense
2025-11-17,Spotify,10.99,expense
2025-11-17,Gas & Electric,131.35,expense
2025-11-17,Sainsburys,143.00,expense
2025-11-17,EE Mobile,42.87,expense
2025-11-17,Freelance Payment,844.34,income
2025-11-17,Optician,170.98,expense
2025-11-18,YouTube Premium,12.99,expense
2025-11-18,O2 Mobile,29.78,expense
2025-11-18,Water Bill,34.18,expense
2025-11-18,Salary,2493.54,income
2025-11-18,Costa Coffee,4.43,expense
2025-11-18,Dentist,32.27,expense
2025-11-18,Gym Membership,37.69,expense
2025-11-18,Starbucks,5.76,expense
2025-11-18,Dividend Payment,90.13,income
2025-11-18,Superdrug,9.66,expense
2025-11-18,Optician,60.06,expense
2025-11-18,Trainline,15.59,expense
2025-11-18,Council Tax,158.04,expense
2025-11-18,Esso Fuel,70.50,expense
2025-11-18,TfL Travel,6.17,expense
2025-11-18,Uber Eats,38.82,expense
2025-11-18,Boots,36.08,expense
2025-11-19,Boots,6.41,expense
2025-11-19,Netflix,10.99,expense
2025-11-19,Lidl,23.17,expense
2025-11-19,Shell Fuel,55.09,expense
2025-11-19,Boots,11.14,expense
2025-11-19,ASOS,73.35,expense
2025-11-19,McDonalds,6.92,expense
2025-11-19,YouTube Premium,12.99,expense
2025-11-19,Greggs,2.09,expense
2025-11-19,Cinema,13.21,expense
2025-11-19,Dividend Payment,178.91,income
2025-11-19,Starbucks,7.62,expense
2025-11-19,Disney+,7.99,expense
2025-11-19,Pharmacy,10.41,expense
2025-11-20,Premier Inn,77.65,expense
2025-11-20,Currys,404.11,expense
2025-11-20,Uber Eats,25.07,expense
2025-11-20,Pharmacy,26.88,expense
2025-11-20,Starbucks,5.91,expense
2025-11-20,Side Hustle,224.72,income
2025-11-20,Optician,126.00,expense
2025-11-20,TfL Travel,3.64,expense
2025-11-20,Nandos,33.34,expense
2025-11-20,John Lewis,264.93,expense
2025-11-20,Mortgage Payment,1069.03,expense
2025-11-20,Pub / Bar,24.57,expense
2025-11-20,Dividend Payment,146.13,income
2025-11-20,Salary,2914.94,income
2025-11-20,Starbucks,4.59,expense
2025-11-21,Apple iCloud,2.99,expense
2025-11-21,KFC,10.70,expense
2025-11-21,Mortgage Payment,1012.15,expense
2025-11-21,Superdrug,19.97,expense
2025-11-21,Superdrug,20.99,expense
2025-11-21,Spotify,10.99,expense
2025-11-21,Pharmacy,29.20,expense
2025-11-21,BP Fuel,48.28,expense
2025-11-21,Water Bill,44.26,expense
2025-11-21,Currys,269.19,expense
2025-11-22,Council Tax,175.86,expense
2025-11-22,Spotify,10.99,expense
2025-11-22,Currys,481.85,expense
2025-11-22,Cinema,15.77,expense
2025-11-22,Costa Coffee,3.67,expense
2025-11-22,Sainsburys,90.99,expense
2025-11-22,Disney+,7.99,expense
2025-11-22,Spotify,10.99,expense
2025-11-23,ASOS,54.98,expense
2025-11-23,Waitrose,38.29,expense
2025-11-23,Ryanair,75.23,expense
2025-11-23,Netflix,10.99,expense
2025-11-23,Aldi,10.26,expense
2025-11-23,Tesco,64.83,expense
2025-11-23,Argos,27.78,expense
2025-11-23,Nandos,38.81,expense
2025-11-23,Council Tax,197.43,expense
2025-11-23,Salary,3144.78,income
2025-11-23,Superdrug,3.79,expense
2025-11-24,Greggs,2.60,expense
2025-11-24,Pharmacy,26.68,expense
2025-11-24,Salary,2737.29,income
2025-11-24,BP Fuel,47.77,expense
2025-11-24,Argos,62.08,expense
2025-11-24,Greggs,3.70,expense
2025-11-24,Argos,125.80,expense
2025-11-24,Disney+,7.99,expense
2025-11-24,Waitrose,167.08,expense
2025-11-24,Pharmacy,5.36,expense
2025-11-24,BT Broadband,41.10,expense
2025-11-25,BP Fuel,71.19,expense
2025-11-25,Home Insurance,30.77,expense
2025-11-25,Shell Fuel,65.36,expense
2025-11-25,Mortgage Payment,1020.45,expense
2025-11-25,Apple iCloud,2.99,expense
2025-11-25,Gas & Electric,100.37,expense
2025-11-25,Gas & Electric,110.69,expense
2025-11-25,Aldi,12.05,expense
2025-11-26,Car Insurance,43.30,expense
2025-11-26,Sainsburys,38.56,expense
2025-11-26,Currys,204.85,expense
2025-11-26,BT Broadband,36.51,expense
2025-11-26,Pizza Express,37.31,expense
2025-11-26,Tesco,119.87,expense
2025-11-26,eBay Purchase,63.33,expense
2025-11-26,Pret A Manger,8.64,expense
2025-11-26,EE Mobile,42.76,expense
2025-11-26,Tesco,53.88,expense
2025-11-26,YouTube Premium,12.99,expense
2025-11-26,Dentist,33.89,expense
2025-11-26,Ryanair,52.78,expense
2025-11-26,Council Tax,183.41,expense
2025-11-26,Pub / Bar,16.23,expense
2025-11-26,Trainline,19.47,expense
2025-11-26,Nandos,39.64,expense
2025-11-26,TfL Travel,14.04,expense
2025-11-26,BT Broadband,39.73,expense
2025-11-26,Just Eat,18.12,expense
2025-11-26,Salary,2083.53,income
2025-11-27,Netflix,10.99,expense
2025-11-27,Wagamama,21.50,expense
2025-11-27,Gas & Electric,123.38,expense
2025-11-27,Aldi,34.04,expense
2025-11-27,Bank Interest,14.13,income
2025-11-27,BP Fuel,46.21,expense
2025-11-27,Wagamama,27.23,expense
2025-11-27,Premier Inn,84.86,expense
2025-11-27,Rent Payment,1457.28,expense
2025-11-27,Pub / Bar,28.28,expense
2025-11-27,Freelance Payment,953.96,income
2025-11-27,Home Insurance,27.58,expense
2025-11-27,O2 Mobile,37.45,expense
2025-11-28,Boots,27.50,expense
2025-11-28,Aldi,37.71,expense
2025-11-28,eBay Purchase,43.07,expense
2025-11-28,Starbucks,5.97,expense
2025-11-28,Uber Eats,20.52,expense
2025-11-28,Shell Fuel,70.11,expense
2025-11-28,Optician,150.75,expense
2025-11-28,Uber Eats,12.19,expense
2025-11-28,Gym Membership,38.83,expense
2025-11-28,Netflix,10.99,expense
2025-11-28,Starbucks,8.68,expense
2025-11-28,Cinema,12.68,expense
2025-11-28,O2 Mobile,26.21,expense
2025-11-29,Freelance Payment,1041.58,income
2025-11-29,Sainsburys,77.54,expense
2025-11-29,ASOS,63.82,expense
2025-11-29,M&S Food,89.91,expense
2025-11-29,Uber Eats,26.55,expense
2025-11-29,Pharmacy,27.58,expense
2025-11-29,Car Insurance,56.31,expense
2025-11-29,Premier Inn,99.19,expense
2025-11-29,Lidl,29.35,expense
2025-11-29,Pret A Manger,5.46,expense
2025-11-30,Uber Eats,27.10,expense
2025-11-30,Cinema,16.27,expense
2025-11-30,Pizza Express,34.97,expense
2025-11-30,TfL Travel,6.86,expense
2025-11-30,Dentist,29.68,expense
2025-11-30,Pharmacy,15.10,expense
2025-11-30,Premier Inn,118.48,expense
2025-11-30,Sainsburys,72.93,expense
2025-11-30,BT Broadband,37.15,expense
2025-11-30,O2 Mobile,28.04,expense
2025-11-30,Cinema,16.40,expense
2025-11-30,Car Insurance,50.80,expense
2025-12-01,Starbucks,7.98,expense
2025-12-01,EE Mobile,38.45,expense
2025-12-01,Greggs,5.03,expense
2025-12-01,Pret A Manger,7.25,expense
2025-12-01,Premier Inn,108.09,expense
2025-12-01,Mortgage Payment,1275.95,expense
2025-12-01,Gym Membership,39.64,expense
2025-12-01,YouTube Premium,12.99,expense
2025-12-01,O2 Mobile,37.47,expense
2025-12-01,Home Insurance,30.08,expense
2025-12-01,Uber,10.68,expense
2025-12-01,John Lewis,156.97,expense
2025-12-01,Tesco,38.29,expense
2025-12-01,Uber,24.85,expense
2025-12-01,Freelance Payment,358.90,income
2025-12-01,McDonalds,5.95,expense
2025-12-01,Esso Fuel,46.53,expense
2025-12-01,Premier Inn,66.28,expense
2025-12-01,Superdrug,20.51,expense
2025-12-01,McDonalds,5.63,expense
2025-12-01,Dentist,49.69,expense
2025-12-02,M&S Food,63.45,expense
2025-12-02,Rent Payment,1134.97,expense
2025-12-02,Council Tax,153.65,expense
2025-12-02,Gym Membership,31.08,expense
2025-12-02,Dentist,63.71,expense
2025-12-02,KFC,12.25,expense
2025-12-02,John Lewis,226.01,expense
2025-12-02,Esso Fuel,64.27,expense
2025-12-02,Water Bill,39.52,expense
2025-12-02,Uber Eats,18.62,expense
2025-12-02,BT Broadband,44.72,expense
2025-12-02,Premier Inn,60.52,expense
2025-12-02,Council Tax,167.71,expense
2025-12-02,Optician,90.50,expense
2025-12-02,Uber,12.63,expense
2025-12-02,Cashback,11.62,income
2025-12-02,Sainsburys,69.40,expense
2025-12-02,John Lewis,201.12,expense
2025-12-02,Waitrose,164.15,expense
2025-12-02,Nandos,19.47,expense
2025-12-02,Currys,310.73,expense
2025-12-02,Deliveroo,31.33,expense
2025-12-02,TfL Travel,13.50,expense
2025-12-02,Home Insurance,25.54,expense
2025-12-02,TfL Travel,10.86,expense
2025-12-02,Currys,345.96,expense
2025-12-02,Pret A Manger,7.32,expense
2025-12-02,Gym Membership,39.75,expense
2025-12-03,Freelance Payment,1254.48,income
2025-12-03,Lidl,64.46,expense
2025-12-03,National Rail,28.40,expense
2025-12-03,Council Tax,198.83,expense
2025-12-03,Shell Fuel,68.64,expense
2025-12-03,Spotify,10.99,expense
2025-12-03,Optician,58.30,expense
2025-12-03,KFC,13.60,expense
2025-12-03,O2 Mobile,32.55,expense
2025-12-03,Cashback,18.66,income
2025-12-03,Gas & Electric,159.46,expense
2025-12-03,Dividend Payment,65.32,income
2025-12-03,Amazon,158.81,expense
2025-12-03,Superdrug,19.16,expense
2025-12-03,John Lewis,227.95,expense
2025-12-03,TfL Travel,12.49,expense
2025-12-03,O2 Mobile,36.75,expense
2025-12-03,Superdrug,20.98,expense
2025-12-03,Just Eat,18.79,expense
2025-12-03,Amazon,36.21,expense
2025-12-03,Cashback,13.83,income
2025-12-04,YouTube Premium,12.99,expense
2025-12-04,YouTube Premium,12.99,expense
2025-12-04,Wagamama,33.00,expense
2025-12-04,Rent Payment,844.29,expense
2025-12-04,YouTube Premium,12.99,expense
2025-12-04,M&S Food,60.65,expense
2025-12-04,Council Tax,170.51,expense
2025-12-04,McDonalds,7.01,expense
2025-12-04,Mortgage Payment,1150.73,expense
2025-12-04,Netflix,10.99,expense
2025-12-05,TfL Travel,8.17,expense
2025-12-05,Dentist,48.62,expense
2025-12-05,EE Mobile,38.70,expense
2025-12-05,Just Eat,23.33,expense
2025-12-05,ASOS,59.29,expense
2025-12-05,Netflix,10.99,expense
2025-12-05,Premier Inn,98.02,expense
2025-12-05,Pub / Bar,13.93,expense
2025-12-05,Pub / Bar,46.73,expense
2025-12-05,Costa Coffee,6.97,expense
2025-12-05,Just Eat,25.29,expense
2025-12-05,Mortgage Payment,1210.81,expense
2025-12-05,Pub / Bar,17.21,expense
2025-12-05,Freelance Payment,1282.33,income
2025-12-06,Spotify,10.99,expense
2025-12-06,BT Broadband,42.45,expense
2025-12-06,National Rail,50.19,expense
2025-12-06,Water Bill,32.42,expense
2025-12-06,Sainsburys,44.27,expense
2025-12-06,Just Eat,24.13,expense
2025-12-06,Esso Fuel,55.08,expense
2025-12-06,Currys,295.70,expense
2025-12-06,Argos,142.88,expense
2025-12-06,M&S Food,39.55,expense
2025-12-06,Refund,97.38,income
2025-12-06,Pret A Manger,9.57,expense
2025-12-06,Pret A Manger,8.27,expense
2025-12-06,Tesco,46.49,expense
2025-12-06,Spotify,10.99,expense
2025-12-06,BT Broadband,39.69,expense
2025-12-06,KFC,10.40,expense
2025-12-06,Optician,27.33,expense
2025-12-06,Shell Fuel,41.53,expense
2025-12-07,eBay Purchase,41.70,expense
2025-12-07,Wagamama,28.99,expense
2025-12-07,M&S Food,47.75,expense
2025-12-07,YouTube Premium,12.99,expense
2025-12-07,Cinema,19.08,expense
2025-12-07,Water Bill,49.82,expense
2025-12-07,Mortgage Payment,890.48,expense
2025-12-07,Costa Coffee,5.95,expense
2025-12-07,Argos,59.68,expense
2025-12-07,Rent Payment,1267.69,expense
2025-12-07,National Rail,78.08,expense
2025-12-07,Freelance Payment,1459.15,income
2025-12-07,EE Mobile,39.03,expense
2025-12-08,EE Mobile,30.54,expense
2025-12-08,Cinema,14.42,expense
2025-12-08,Lidl,15.53,expense
2025-12-08,Nandos,35.36,expense
2025-12-08,KFC,8.33,expense
2025-12-08,eBay Purchase,99.34,expense
2025-12-08,Pharmacy,25.79,expense
2025-12-08,National Rail,36.09,expense
2025-12-08,Boots,29.47,expense
2025-12-08,Starbucks,8.01,expense
2025-12-09,Greggs,5.20,expense
2025-12-09,Tesco,78.92,expense
2025-12-09,Ryanair,141.95,expense
2025-12-09,Council Tax,171.70,expense
2025-12-09,Pizza Express,26.07,expense
2025-12-09,ASOS,69.06,expense
2025-12-09,TfL Travel,3.63,expense
2025-12-09,Water Bill,31.88,expense
2025-12-09,Car Insurance,46.09,expense
2025-12-10,Bank Interest,23.82,income
2025-12-10,Netflix,10.99,expense
2025-12-10,Waitrose,54.19,expense
2025-12-10,McDonalds,5.53,expense
2025-12-10,Wagamama,28.41,expense
2025-12-10,Uber,13.56,expense
2025-12-10,Uber,12.69,expense
2025-12-10,Amazon,173.80,expense
2025-12-10,Ryanair,71.35,expense
2025-12-10,Pub / Bar,43.47,expense
2025-12-10,EE Mobile,33.75,expense
2025-12-10,Amazon,92.56,expense
2025-12-10,Greggs,5.27,expense
2025-12-11,Mortgage Payment,780.78,expense
2025-12-11,Amazon,131.45,expense
2025-12-11,Nandos,30.88,expense
2025-12-11,Cinema,13.97,expense
2025-12-11,Pizza Express,41.49,expense
2025-12-11,EE Mobile,31.59,expense
2025-12-11,McDonalds,14.08,expense
2025-12-11,Pret A Manger,7.87,expense
2025-12-11,Home Insurance,25.75,expense
2025-12-11,Ryanair,105.62,expense
2025-12-11,Uber Eats,15.15,expense
2025-12-11,Amazon,29.27,expense
2025-12-11,Water Bill,45.95,expense
2025-12-11,Council Tax,159.91,expense
2025-12-11,YouTube Premium,12.99,expense
2025-12-11,Sainsburys,144.80,expense
2025-12-12,ASOS,26.55,expense
2025-12-12,Tesco,46.62,expense
2025-12-12,John Lewis,167.57,expense
2025-12-12,TfL Travel,7.58,expense
2025-12-12,Council Tax,169.06,expense
2025-12-12,TfL Travel,5.80,expense
2025-12-12,Aldi,14.28,expense
2025-12-12,Shell Fuel,83.76,expense
2025-12-12,Premier Inn,92.36,expense
2025-12-12,O2 Mobile,34.12,expense
2025-12-12,TfL Travel,6.14,expense
2025-12-12,Sainsburys,51.83,expense
2025-12-12,Rent Payment,1383.30,expense
2025-12-12,John Lewis,246.48,expense
2025-12-12,Cinema,19.99,expense
2025-12-13,Lidl,42.56,expense
2025-12-13,Costa Coffee,6.08,expense
2025-12-13,Starbucks,8.94,expense
2025-12-13,Uber Eats,18.38,expense
2025-12-13,Sainsburys,148.15,expense
2025-12-13,Netflix,10.99,expense
2025-12-13,Currys,55.42,expense
2025-12-13,Esso Fuel,61.26,expense
2025-12-13,Spotify,10.99,expense
2025-12-13,Bank Interest,27.55,income
2025-12-13,Ryanair,46.35,expense
2025-12-13,Shell Fuel,56.01,expense
2025-12-13,Wagamama,20.79,expense
2025-12-13,Side Hustle,449.62,income
2025-12-13,Ryanair,198.48,expense
2025-12-13,O2 Mobile,33.28,expense
2025-12-13,Argos,128.26,expense
2025-12-13,Dividend Payment,72.78,income
2025-12-13,Ryanair,72.49,expense
2025-12-14,Waitrose,71.54,expense
2025-12-14,M&S Food,65.11,expense
2025-12-14,Lidl,17.97,expense
2025-12-14,Starbucks,6.31,expense
2025-12-14,Refund,93.02,income
2025-12-14,Dividend Payment,74.59,income
